name,nachname,email,alter,contract_type,abschlag,durchschnittVerbrauch,basisBetrag,,kWhPreis
Daniel,Böhm,,58,STROM,176.88,3807.7,33.19,0.43
Fischer,Klein,fischer.hartmann@domain.com,31,STROM,52.07,3268.04,32.58,0.28
Fischer,Klein,fischer.hartmann@domain.com,31,GAS,62.66,1578.93,31.84,0.26
Fischer,Klein,fischer.hartmann@domain.com,31,STROM,21.0,2576.53,47.14,0.49
Wagner,Hartmann,,62,STROM,100.91,4063.99,46.18,0.32
Wagner,Hartmann,,62,STROM,22.71,4575.48,23.59,0.47
Wagner,Hartmann,,62,GAS,106.91,2032.3,6.7,0.31
Daniel,Zimmermann,michael.sophie@test.com,38,GAS,48.43,1701.52,48.13,0.32
Daniel,Zimmermann,michael.sophie@test.com,38,GAS,125.18,2458.67,8.96,0.23
Meyer,Neumann,sarah.anna@example.com,31,GAS,96.07,2879.1,20.38,0.31
Meyer,Neumann,sarah.anna@example.com,31,STROM,151.36,2813.94,15.73,0.49
Schulz,Krüger,meyer.böhm@domain.com,57,STROM,104.36,4825.97,23.08,0.38
Schulz,Krüger,meyer.böhm@domain.com,57,GAS,89.96,4608.23,20.55,0.29
Schulz,Krüger,meyer.böhm@domain.com,57,STROM,175.13,2446.41,37.92,0.29
Peter,Lea,christine.lea@example.com,22,STROM,159.05,2613.12,36.22,0.24
Peter,Lea,christine.lea@example.com,22,GAS,46.49,2546.99,28.32,0.34
Andreas,Emma,meyer.laura@domain.com,30,STROM,199.62,2455.58,35.04,0.49
Andreas,Emma,meyer.laura@domain.com,30,GAS,142.9,3080.99,27.84,0.32
Andreas,Emma,meyer.laura@domain.com,30,STROM,180.71,4288.43,16.94,0.47
Daniel,Neumann,becker.lena@example.com,71,GAS,39.29,3768.27,33.39,0.4
Müller,Böhm,,23,GAS,125.73,3600.74,29.15,0.27
Müller,Böhm,,23,STROM,140.06,4507.44,41.24,0.41
Müller,Böhm,,23,GAS,40.91,3559.47,18.19,0.3
Hoffmann,Anna,christine.schröder@example.com,21,GAS,124.28,1084.62,49.07,0.25
Hoffmann,Krüger,,58,STROM,145.07,1866.95,28.54,0.23
Hoffmann,Krüger,,58,STROM,26.44,1627.09,10.92,0.42
Hoffmann,Krüger,,58,STROM,134.67,1761.88,36.06,0.3
Weber,Neumann,becker.anna@example.com,69,STROM,38.96,3822.74,39.19,0.37
Weber,Neumann,becker.anna@example.com,69,GAS,126.41,3490.99,42.59,0.49
Daniel,Sophie,,73,GAS,197.67,1597.74,18.43,0.29
Daniel,Sophie,,73,STROM,52.91,2252.83,18.96,0.22
Becker,Anna,weber.laura@domain.com,54,GAS,169.79,3876.01,41.1,0.37
Schneider,Marie,christine.neumann@domain.com,21,STROM,159.42,3645.47,40.33,0.25
Schneider,Marie,christine.neumann@domain.com,21,STROM,23.24,3989.16,22.08,0.39
Thomas,Maier,michael.lena@test.com,36,GAS,75.16,4474.12,37.48,0.27
Fischer,Zimmermann,,42,STROM,119.94,3797.96,24.24,0.31
Michael,Sophie,,86,STROM,115.99,1363.38,46.01,0.5
Michael,Sophie,,86,STROM,60.43,1008.36,37.96,0.45
Michael,Sophie,,86,STROM,174.47,3815.21,11.66,0.43
Hoffmann,Krüger,fischer.neumann@example.com,23,STROM,89.52,3049.91,17.43,0.36
Sarah,Emma,andreas.klein@domain.com,45,GAS,77.31,2953.77,46.66,0.45
Sarah,Emma,andreas.klein@domain.com,45,GAS,54.99,2412.09,13.97,0.21
Sarah,Emma,andreas.klein@domain.com,45,GAS,171.4,1946.7,33.62,0.22
Daniel,Maier,sarah.schröder@example.com,18,GAS,76.01,4919.75,24.74,0.31
Daniel,Maier,sarah.schröder@example.com,18,STROM,108.65,3270.59,5.37,0.44
Daniel,Maier,sarah.schröder@example.com,18,GAS,72.35,2630.25,7.99,0.45
Wagner,Krüger,wolfgang.lena@test.com,58,GAS,184.86,2997.71,24.6,0.49
Wagner,Krüger,wolfgang.lena@test.com,58,GAS,25.4,1051.71,28.52,0.33
Becker,Lea,weber.lena@test.com,40,GAS,75.18,1895.67,25.76,0.44
Daniel,Sophie,fischer.sophie@domain.com,69,STROM,36.37,2229.39,26.43,0.22
Daniel,Sophie,fischer.sophie@domain.com,69,GAS,132.31,3546.96,36.84,0.34
Wagner,Anna,daniel.sophie@domain.com,18,GAS,66.24,4591.03,21.37,0.27
Wagner,Anna,daniel.sophie@domain.com,18,GAS,105.1,1038.41,30.9,0.26
Wagner,Anna,daniel.sophie@domain.com,18,GAS,177.72,4832.44,44.73,0.29
Schulz,Neumann,sarah.böhm@test.com,44,GAS,119.68,4139.21,40.45,0.33
Schulz,Neumann,sarah.böhm@test.com,44,GAS,144.79,1004.0,32.74,0.27
Peter,Lea,katharina.emma@domain.com,20,STROM,116.39,3405.04,6.65,0.43
Peter,Lea,katharina.emma@domain.com,20,STROM,191.48,4833.78,47.16,0.22
Peter,Lea,katharina.emma@domain.com,20,STROM,84.62,3490.76,38.34,0.33
Andreas,Böhm,peter.maier@domain.com,67,GAS,153.72,1168.6,10.55,0.35
Peter,Emma,schmidt.laura@test.com,57,STROM,88.47,1464.68,8.77,0.34
Wolfgang,Hartmann,schulz.lenz@test.com,74,STROM,80.61,2271.86,17.01,0.43
Wolfgang,Hartmann,schulz.lenz@test.com,74,GAS,42.28,3653.3,27.05,0.27
Wolfgang,Hartmann,schulz.lenz@test.com,74,STROM,108.34,4938.07,18.45,0.43
Weber,Lisa,michael.lena@test.com,37,STROM,102.81,1488.85,46.06,0.31
Weber,Lisa,michael.lena@test.com,37,STROM,103.68,3103.29,20.15,0.47
Weber,Lisa,michael.lena@test.com,37,STROM,111.43,3519.07,18.08,0.23
Daniel,Neumann,fischer.klein@example.com,28,GAS,91.98,2297.95,36.42,0.42
Daniel,Neumann,fischer.klein@example.com,28,STROM,74.73,4219.24,35.32,0.42
Daniel,Neumann,fischer.klein@example.com,28,GAS,176.08,2276.33,32.64,0.24
Michael,Maier,müller.zimmermann@domain.com,22,STROM,181.71,3430.72,42.35,0.4
Michael,Maier,müller.zimmermann@domain.com,22,GAS,71.95,4271.22,28.18,0.48
Katharina,Zimmermann,christine.mia@example.com,19,STROM,131.26,2133.75,41.72,0.32
Schmidt,Lea,klaus.hartmann@example.com,76,STROM,182.55,4816.04,14.62,0.43
Schmidt,Lea,klaus.hartmann@example.com,76,GAS,137.43,2972.36,16.64,0.42
Schneider,Walter,,18,STROM,51.74,4224.72,15.66,0.45
Schneider,Walter,,18,GAS,62.66,2459.72,34.22,0.36
Schneider,Walter,,18,STROM,137.18,3860.2,30.2,0.33
Peter,Marie,christine.mia@domain.com,52,GAS,124.2,1301.23,15.36,0.41
Peter,Marie,christine.mia@domain.com,52,STROM,75.95,1497.59,18.23,0.43
Becker,Laura,michael.lea@domain.com,23,GAS,93.59,3911.84,20.58,0.21
Peter,Julia,wolfgang.emma@example.com,69,STROM,127.05,2901.64,36.92,0.28
Peter,Julia,wolfgang.emma@example.com,69,STROM,39.05,2300.68,10.18,0.36
Peter,Julia,wolfgang.emma@example.com,69,GAS,185.82,3734.46,14.78,0.29
Daniel,Sophie,becker.zimmermann@test.com,67,STROM,132.62,2651.96,11.09,0.25
Daniel,Sophie,becker.zimmermann@test.com,67,STROM,168.45,2132.21,13.87,0.47
Daniel,Sophie,becker.zimmermann@test.com,67,GAS,30.69,1974.53,15.65,0.43
Meyer,Maier,fischer.krüger@example.com,23,STROM,155.19,2073.91,45.64,0.34
Meyer,Maier,fischer.krüger@example.com,23,STROM,122.7,3677.24,13.57,0.42
Meyer,Maier,fischer.krüger@example.com,23,GAS,186.91,3654.0,25.66,0.26
Hoffmann,Laura,meyer.walter@domain.com,82,GAS,133.08,1535.01,32.58,0.42
Peter,Maier,schmidt.krüger@domain.com,58,STROM,140.2,3506.43,5.53,0.27
Peter,Maier,schmidt.krüger@domain.com,58,GAS,117.4,3113.5,23.27,0.43
Peter,Maier,schmidt.krüger@domain.com,58,GAS,101.44,3176.48,5.22,0.35
Schmidt,Lena,christine.zimmermann@test.com,61,STROM,146.69,4271.33,42.58,0.2
Andreas,Maier,sarah.maier@example.com,86,STROM,105.97,3771.51,19.24,0.33
Andreas,Maier,sarah.maier@example.com,86,STROM,54.92,2260.7,40.19,0.36
Andreas,Maier,sarah.maier@example.com,86,STROM,73.2,3082.62,42.47,0.49
Becker,Hartmann,michael.schröder@domain.com,56,GAS,148.75,2426.81,6.82,0.3
Hoffmann,Laura,schmidt.neumann@example.com,21,STROM,160.78,4115.99,15.38,0.23
Klaus,Lena,meyer.laura@test.com,88,STROM,55.73,3322.28,40.49,0.32
Klaus,Zimmermann,daniel.lisa@test.com,55,STROM,193.08,4396.08,24.42,0.43
Klaus,Zimmermann,daniel.lisa@test.com,55,STROM,137.5,3231.8,30.7,0.44
Michael,Schröder,andreas.laura@domain.com,27,GAS,70.0,2764.62,46.99,0.24
Michael,Schröder,andreas.laura@domain.com,27,GAS,198.67,4691.14,22.48,0.38
Wolfgang,Schröder,becker.lisa@example.com,69,STROM,92.07,2033.01,33.0,0.44
Sarah,Anna,wagner.maier@domain.com,72,GAS,191.62,2111.76,36.49,0.44
Sarah,Anna,wagner.maier@domain.com,72,STROM,126.97,3505.49,39.06,0.33
Sarah,Anna,wagner.maier@domain.com,72,STROM,106.06,4401.23,48.57,0.28
Schmidt,Laura,schmidt.anna@domain.com,65,GAS,85.08,2493.15,49.47,0.46
Schmidt,Laura,schmidt.anna@domain.com,65,GAS,149.47,1042.83,28.79,0.29
Wagner,Hartmann,peter.anna@test.com,59,STROM,95.17,1623.46,40.03,0.39
Wagner,Hartmann,peter.anna@test.com,59,GAS,124.59,4813.42,34.29,0.44
Müller,Sophie,michael.walter@example.com,68,GAS,99.87,2066.61,39.62,0.25
Müller,Sophie,michael.walter@example.com,68,GAS,93.94,2835.96,32.46,0.25
Müller,Sophie,michael.walter@example.com,68,STROM,166.86,2315.12,35.62,0.36
Katharina,Hartmann,sarah.lisa@domain.com,65,GAS,40.18,2151.29,14.35,0.34
Katharina,Hartmann,sarah.lisa@domain.com,65,STROM,168.88,1194.13,10.58,0.49
Wolfgang,Walter,daniel.maier@test.com,81,STROM,53.0,2051.04,42.75,0.39
Wolfgang,Maier,meyer.lea@domain.com,51,GAS,87.17,2915.64,46.94,0.22
Wolfgang,Maier,meyer.lea@domain.com,51,STROM,143.63,3973.33,14.02,0.5
Wolfgang,Maier,meyer.lea@domain.com,51,GAS,121.96,1281.79,36.67,0.47
Müller,Mia,,53,STROM,68.33,4433.64,35.35,0.3
Müller,Mia,,53,GAS,190.85,4374.97,21.82,0.41
Müller,Mia,,53,GAS,63.48,3856.03,42.86,0.45
Michael,Lena,andreas.emma@test.com,67,GAS,84.31,4598.11,27.17,0.34
Schmidt,Laura,hoffmann.lenz@test.com,23,STROM,139.0,2703.78,27.09,0.2
Schmidt,Klein,andreas.hartmann@example.com,76,GAS,43.5,1011.17,10.88,0.36
Fischer,Klein,weber.lenz@example.com,41,STROM,169.55,3869.13,5.49,0.41
Fischer,Klein,weber.lenz@example.com,41,GAS,176.51,1525.47,25.88,0.25
Fischer,Klein,weber.lenz@example.com,41,STROM,177.53,1796.41,35.64,0.22
Daniel,Hartmann,thomas.neumann@test.com,39,GAS,189.06,3214.95,15.47,0.26
Peter,Sophie,schmidt.böhm@domain.com,50,GAS,67.0,1274.73,19.55,0.3
Peter,Sophie,schmidt.böhm@domain.com,50,STROM,126.24,2831.4,18.97,0.44
Peter,Sophie,schmidt.böhm@domain.com,50,GAS,85.39,4851.36,5.04,0.39
Christine,Krüger,daniel.mia@example.com,46,STROM,36.29,2417.63,44.38,0.35
Weber,Lea,klaus.klein@domain.com,70,STROM,197.77,3960.37,31.78,0.32
Weber,Lea,klaus.klein@domain.com,70,GAS,165.91,2571.74,39.93,0.24
Weber,Julia,wolfgang.sophie@domain.com,33,STROM,37.79,4824.5,47.81,0.32
Weber,Julia,wolfgang.sophie@domain.com,33,STROM,82.78,1812.02,18.68,0.22
Weber,Julia,wolfgang.sophie@domain.com,33,STROM,47.92,3445.59,31.15,0.22
Daniel,Sophie,schmidt.maier@test.com,24,STROM,86.75,1613.12,22.68,0.34
Hoffmann,Marie,wagner.walter@example.com,58,STROM,172.4,4561.4,13.69,0.3
Hoffmann,Marie,wagner.walter@example.com,58,GAS,150.76,4492.13,42.22,0.32
Becker,Lenz,weber.schröder@domain.com,67,GAS,118.39,2288.05,16.68,0.39
Weber,Hartmann,fischer.marie@test.com,38,GAS,163.14,1130.09,32.8,0.21
Weber,Hartmann,fischer.marie@test.com,38,GAS,73.87,4046.65,34.65,0.32
Michael,Mia,wagner.neumann@test.com,30,GAS,172.58,4008.32,6.64,0.24
Schulz,Lea,,55,GAS,94.96,4753.53,6.21,0.44
Wolfgang,Julia,,76,STROM,148.33,2843.44,21.6,0.29
Wolfgang,Julia,,76,GAS,123.83,1966.16,27.76,0.43
Wolfgang,Julia,,76,GAS,89.66,1542.36,41.22,0.32
Weber,Marie,thomas.julia@domain.com,43,GAS,151.51,3537.39,36.23,0.45
Weber,Marie,thomas.julia@domain.com,43,GAS,92.97,3076.94,35.82,0.33
Weber,Marie,thomas.julia@domain.com,43,STROM,82.31,2802.18,23.36,0.26
Wolfgang,Walter,weber.emma@domain.com,58,STROM,47.27,2897.61,38.07,0.46
Christine,Lena,becker.sophie@domain.com,41,STROM,184.25,4272.09,28.36,0.45
Thomas,Lisa,meyer.klein@test.com,29,GAS,43.43,1813.57,8.67,0.36
Thomas,Lisa,meyer.klein@test.com,29,GAS,36.76,3387.08,15.38,0.39
Thomas,Lisa,meyer.klein@test.com,29,GAS,41.25,3019.01,22.57,0.43
Meyer,Emma,schneider.emma@domain.com,45,GAS,125.44,1339.04,20.12,0.36
Thomas,Emma,sarah.böhm@example.com,46,GAS,31.59,3111.45,24.75,0.44
Thomas,Emma,sarah.böhm@example.com,46,GAS,71.89,4981.79,27.02,0.44
Thomas,Emma,sarah.böhm@example.com,46,GAS,22.41,3465.25,29.91,0.26
Christine,Walter,becker.julia@example.com,90,GAS,148.31,1069.58,9.06,0.4
Fischer,Anna,schmidt.marie@example.com,86,GAS,76.21,2616.18,48.9,0.46
Weber,Julia,peter.julia@test.com,43,STROM,100.86,2258.17,20.32,0.47
Weber,Julia,peter.julia@test.com,43,STROM,78.98,3725.22,17.47,0.22
Schulz,Sophie,sarah.böhm@domain.com,66,GAS,171.55,1633.63,38.84,0.33
Schulz,Sophie,sarah.böhm@domain.com,66,GAS,193.32,1478.86,19.91,0.21
Becker,Lenz,sarah.walter@domain.com,72,STROM,95.98,3819.09,18.85,0.45
Becker,Lenz,sarah.walter@domain.com,72,GAS,25.6,2238.82,7.23,0.35
Becker,Lenz,sarah.walter@domain.com,72,GAS,129.97,3114.97,36.83,0.44
Fischer,Schröder,meyer.sophie@example.com,46,STROM,158.59,2858.78,11.34,0.43
Fischer,Schröder,meyer.sophie@example.com,46,GAS,58.24,1317.64,41.81,0.37
Fischer,Schröder,meyer.sophie@example.com,46,STROM,29.75,2496.05,41.03,0.29
Michael,Walter,hoffmann.lenz@example.com,67,STROM,32.65,3402.52,43.04,0.37
Michael,Walter,hoffmann.lenz@example.com,67,STROM,154.37,1210.39,21.28,0.34
Michael,Marie,michael.neumann@test.com,29,STROM,28.05,4839.43,38.37,0.22
Michael,Marie,michael.neumann@test.com,29,GAS,154.44,2772.93,25.55,0.45
Michael,Marie,hoffmann.lena@test.com,81,GAS,177.31,4160.78,26.15,0.33
Michael,Marie,hoffmann.lena@test.com,81,STROM,83.71,4166.01,17.24,0.3
Michael,Marie,hoffmann.lena@test.com,81,STROM,56.16,3567.38,40.96,0.27
Schmidt,Sophie,meyer.mia@example.com,56,STROM,20.35,4291.5,35.72,0.43
Schmidt,Sophie,meyer.mia@example.com,56,GAS,139.09,2438.49,10.14,0.27
Hoffmann,Sophie,meyer.maier@test.com,86,GAS,72.63,1798.04,41.55,0.24
Schmidt,Neumann,,33,GAS,65.98,3448.5,35.49,0.5
Schmidt,Neumann,,33,STROM,162.91,4734.21,44.43,0.29
Katharina,Maier,fischer.hartmann@example.com,51,STROM,27.83,1427.87,44.48,0.49
Katharina,Maier,fischer.hartmann@example.com,51,GAS,63.86,1232.83,42.0,0.48
Katharina,Maier,fischer.hartmann@example.com,51,GAS,131.61,4336.03,36.85,0.2
Weber,Mia,schmidt.emma@example.com,41,GAS,36.65,3215.87,10.61,0.27
Weber,Mia,schmidt.emma@example.com,41,GAS,24.42,3060.15,24.22,0.37
Wolfgang,Anna,weber.krüger@test.com,89,GAS,79.61,1446.64,31.04,0.29
Wolfgang,Anna,weber.krüger@test.com,89,STROM,71.5,3534.96,34.94,0.33
Fischer,Hartmann,hoffmann.lenz@test.com,39,STROM,73.45,2866.93,7.52,0.21
Fischer,Hartmann,hoffmann.lenz@test.com,39,GAS,105.27,3695.64,31.78,0.46
Hoffmann,Anna,,90,GAS,81.63,4205.96,31.72,0.33
Hoffmann,Anna,,90,STROM,26.08,2338.22,26.42,0.2
Wagner,Lisa,daniel.böhm@test.com,36,STROM,139.06,3811.61,5.42,0.43
Schulz,Krüger,hoffmann.lea@test.com,43,STROM,113.2,2780.18,42.06,0.24
Schulz,Krüger,hoffmann.lea@test.com,43,STROM,92.59,1481.24,9.38,0.22
Schulz,Krüger,hoffmann.lea@test.com,43,STROM,108.41,4212.23,47.4,0.37
Christine,Julia,schmidt.schröder@example.com,61,STROM,108.87,2668.94,41.42,0.2
Christine,Julia,schmidt.schröder@example.com,61,STROM,25.88,4808.56,24.42,0.23
Fischer,Lenz,sarah.lenz@example.com,22,GAS,37.0,2589.29,43.64,0.21
Fischer,Lenz,sarah.lenz@example.com,22,GAS,170.15,4019.07,10.4,0.46
Fischer,Lenz,sarah.lenz@example.com,22,GAS,85.49,4785.24,13.72,0.48
Wolfgang,Marie,hoffmann.klein@example.com,31,STROM,115.21,1765.63,20.52,0.3
Weber,Hartmann,peter.lisa@domain.com,89,GAS,94.96,3616.42,9.71,0.39
Weber,Hartmann,peter.lisa@domain.com,89,GAS,22.48,2327.17,11.71,0.45
Weber,Hartmann,peter.lisa@domain.com,89,GAS,170.87,1353.41,22.06,0.42
Weber,Hartmann,,31,GAS,129.39,1442.64,14.2,0.31
Daniel,Lenz,thomas.zimmermann@domain.com,62,STROM,104.55,3809.03,10.3,0.45
Daniel,Lenz,thomas.zimmermann@domain.com,62,GAS,147.2,4201.71,49.84,0.27
Daniel,Lenz,thomas.zimmermann@domain.com,62,GAS,76.6,2210.53,27.31,0.34
Christine,Klein,meyer.krüger@example.com,24,GAS,127.01,1260.34,36.45,0.24
Schulz,Krüger,schulz.walter@example.com,70,STROM,51.43,1521.02,46.23,0.43
Schulz,Krüger,schulz.walter@example.com,70,GAS,183.54,4364.68,46.3,0.32
Schulz,Krüger,schulz.walter@example.com,70,GAS,168.71,2037.3,26.04,0.34
Daniel,Laura,schneider.lisa@example.com,43,GAS,156.12,1663.97,45.33,0.44
Daniel,Laura,schneider.lisa@example.com,43,GAS,139.88,4844.54,43.04,0.3
Meyer,Julia,wagner.mia@domain.com,67,STROM,185.38,1846.27,49.38,0.3
Meyer,Marie,müller.lisa@test.com,34,STROM,122.74,3021.69,7.52,0.22
Meyer,Marie,müller.lisa@test.com,34,STROM,100.01,4298.09,10.6,0.3
Meyer,Marie,müller.lisa@test.com,34,GAS,121.03,2784.74,26.0,0.47
Meyer,Schröder,,69,STROM,44.34,3419.54,32.0,0.21
Meyer,Schröder,,69,STROM,135.71,4686.86,24.82,0.32
Wolfgang,Walter,klaus.zimmermann@example.com,22,STROM,167.77,2643.6,6.49,0.39
Wolfgang,Walter,klaus.zimmermann@example.com,22,GAS,63.5,2915.68,15.05,0.42
Weber,Sophie,michael.lenz@test.com,76,GAS,44.25,4531.04,12.75,0.41
Weber,Sophie,michael.lenz@test.com,76,STROM,178.57,2380.76,46.39,0.38
Schneider,Sophie,fischer.sophie@example.com,31,STROM,71.45,4946.79,28.36,0.32
Schneider,Sophie,fischer.sophie@example.com,31,GAS,85.68,1179.02,5.08,0.47
Thomas,Klein,peter.sophie@domain.com,21,GAS,148.4,1505.27,24.73,0.3
Wagner,Lena,schmidt.neumann@domain.com,70,GAS,83.99,1353.95,11.55,0.47
Wagner,Lena,schmidt.neumann@domain.com,70,GAS,159.42,4996.4,29.4,0.21
Fischer,Laura,,90,GAS,89.91,4760.44,26.98,0.47
Fischer,Laura,,90,STROM,172.02,4188.46,39.29,0.49
Müller,Walter,schmidt.laura@test.com,82,STROM,31.72,4505.7,27.8,0.41
Daniel,Anna,müller.julia@domain.com,80,GAS,116.46,2685.01,31.96,0.33
Daniel,Maier,sarah.hartmann@example.com,21,GAS,87.12,4057.43,36.02,0.37
Schmidt,Marie,meyer.lenz@test.com,66,GAS,140.19,4217.26,25.27,0.4
Peter,Böhm,andreas.walter@test.com,69,STROM,66.33,2530.63,41.81,0.39
Becker,Schröder,becker.neumann@domain.com,32,GAS,181.57,3058.09,11.1,0.22
Becker,Schröder,becker.neumann@domain.com,32,GAS,40.44,4045.9,16.62,0.43
Thomas,Emma,daniel.krüger@example.com,56,GAS,48.79,1502.04,24.11,0.44
Thomas,Emma,daniel.krüger@example.com,56,STROM,198.1,2348.65,8.39,0.5
Schulz,Lenz,wagner.zimmermann@test.com,61,STROM,89.52,2408.43,49.42,0.49
Schulz,Lenz,wagner.zimmermann@test.com,61,STROM,41.41,3709.36,24.59,0.38
Thomas,Laura,andreas.lea@example.com,56,STROM,65.03,2772.33,39.61,0.26
Thomas,Laura,andreas.lea@example.com,56,STROM,88.53,4235.19,44.25,0.42
Becker,Julia,müller.marie@domain.com,69,GAS,190.84,3783.42,49.94,0.37
Becker,Julia,müller.marie@domain.com,69,STROM,152.24,1991.73,39.79,0.48
Becker,Julia,müller.marie@domain.com,69,GAS,132.46,3064.93,29.39,0.4
Christine,Anna,meyer.mia@domain.com,43,GAS,24.32,1426.19,18.71,0.4
Wagner,Anna,schmidt.schröder@test.com,71,GAS,103.94,2863.47,10.25,0.46
Wagner,Anna,schmidt.schröder@test.com,71,GAS,131.46,3251.3,26.58,0.38
Wagner,Anna,schmidt.schröder@test.com,71,STROM,177.61,2511.25,16.89,0.27
Müller,Walter,klaus.lena@domain.com,28,GAS,194.53,2825.52,29.74,0.38
Katharina,Lea,schulz.maier@example.com,87,STROM,137.43,1415.98,45.48,0.36
Becker,Lenz,weber.walter@test.com,84,STROM,93.71,3942.94,6.14,0.48
Becker,Lenz,weber.walter@test.com,84,GAS,86.75,3728.11,30.89,0.27
Becker,Lenz,weber.walter@test.com,84,STROM,22.26,2017.52,44.5,0.24
Peter,Laura,schmidt.emma@example.com,48,STROM,66.54,4636.16,41.1,0.37
Peter,Laura,schmidt.emma@example.com,48,STROM,57.21,2749.94,42.88,0.23
Peter,Laura,schmidt.emma@example.com,48,STROM,151.41,1140.96,38.4,0.25
Schmidt,Laura,meyer.neumann@example.com,72,GAS,44.6,2417.11,36.31,0.43
Schmidt,Laura,meyer.neumann@example.com,72,STROM,123.35,1045.16,12.22,0.27
Schmidt,Laura,meyer.neumann@example.com,72,STROM,169.05,4909.86,44.13,0.24
Weber,Emma,meyer.hartmann@domain.com,34,GAS,118.31,2338.6,33.87,0.34
Daniel,Lisa,meyer.laura@test.com,29,GAS,97.05,1446.52,40.2,0.49
Klaus,Walter,hoffmann.hartmann@example.com,75,GAS,88.58,2050.11,33.66,0.26
Michael,Marie,michael.emma@test.com,26,GAS,81.93,1539.7,45.21,0.46
Meyer,Sophie,schneider.lisa@test.com,46,GAS,43.44,1056.63,35.52,0.3
Meyer,Sophie,schneider.lisa@test.com,46,GAS,21.78,1026.51,34.3,0.37
Schulz,Anna,wagner.hartmann@domain.com,86,STROM,99.26,1784.42,43.77,0.34
Michael,Lenz,,47,GAS,128.93,2326.98,31.02,0.29
Hoffmann,Hartmann,,83,STROM,64.93,3157.41,18.58,0.46
Hoffmann,Hartmann,,83,STROM,167.04,2173.5,37.92,0.33
Wolfgang,Sophie,schneider.maier@example.com,45,STROM,155.05,4820.74,35.17,0.44
Wolfgang,Sophie,schneider.maier@example.com,45,STROM,77.63,2359.2,12.56,0.42
Katharina,Böhm,christine.hartmann@domain.com,37,STROM,185.92,4293.19,21.96,0.34
Katharina,Böhm,christine.hartmann@domain.com,37,GAS,61.27,4218.13,5.2,0.42
Katharina,Böhm,christine.hartmann@domain.com,37,STROM,170.5,4428.76,44.9,0.34
Thomas,Sophie,peter.böhm@domain.com,69,GAS,66.82,2067.84,25.51,0.35
Thomas,Sophie,peter.böhm@domain.com,69,STROM,70.7,1232.33,33.37,0.3
Thomas,Sophie,peter.böhm@domain.com,69,STROM,190.84,3432.66,22.34,0.32
Schulz,Anna,fischer.zimmermann@example.com,43,GAS,120.21,1941.57,15.18,0.37
Katharina,Lena,weber.zimmermann@domain.com,54,STROM,84.93,3647.89,39.75,0.33
Katharina,Lena,weber.zimmermann@domain.com,54,STROM,97.56,4808.71,17.06,0.4
Katharina,Lena,weber.zimmermann@domain.com,54,STROM,174.53,3595.49,45.52,0.43
Sarah,Marie,wagner.maier@example.com,41,STROM,22.97,3328.85,12.06,0.24
Sarah,Marie,wagner.maier@example.com,41,GAS,94.52,4148.72,45.59,0.25
Sarah,Marie,wagner.maier@example.com,41,STROM,169.59,2272.15,35.36,0.29
Hoffmann,Lisa,thomas.laura@example.com,86,GAS,154.86,2809.21,5.63,0.43
Hoffmann,Lisa,thomas.laura@example.com,86,STROM,140.98,3892.5,21.42,0.22
Michael,Klein,becker.laura@example.com,35,STROM,168.39,2857.78,30.61,0.45
Meyer,Hartmann,fischer.marie@test.com,79,STROM,163.97,2264.78,23.52,0.39
Meyer,Hartmann,fischer.marie@test.com,79,GAS,67.36,2998.66,23.17,0.35
Meyer,Hartmann,fischer.marie@test.com,79,GAS,192.08,3567.73,48.76,0.4
Schneider,Lisa,wagner.mia@domain.com,76,STROM,173.77,4048.0,27.41,0.37
Schneider,Lisa,wagner.mia@domain.com,76,STROM,141.0,3148.79,36.18,0.41
Christine,Böhm,meyer.lisa@test.com,23,STROM,58.97,1277.24,10.41,0.37
Christine,Zimmermann,sarah.lenz@domain.com,33,STROM,98.99,4387.11,16.57,0.36
Christine,Zimmermann,sarah.lenz@domain.com,33,GAS,127.73,3074.47,34.24,0.31
Christine,Zimmermann,sarah.lenz@domain.com,33,STROM,78.72,3569.34,22.95,0.49
Schmidt,Marie,weber.hartmann@example.com,30,STROM,163.86,3362.94,28.9,0.3
Schmidt,Marie,weber.hartmann@example.com,30,STROM,126.35,2970.01,11.66,0.49
Daniel,Neumann,,18,STROM,100.04,1611.95,30.37,0.21
Katharina,Mia,klaus.krüger@domain.com,60,STROM,97.2,4680.41,26.37,0.22
Katharina,Mia,klaus.krüger@domain.com,60,STROM,31.14,1432.31,14.21,0.31
Müller,Lea,weber.lena@test.com,20,GAS,159.05,2780.81,21.41,0.48
Daniel,Sophie,thomas.marie@test.com,72,GAS,45.65,1554.73,14.16,0.46
Daniel,Sophie,thomas.marie@test.com,72,GAS,43.34,3032.99,10.95,0.24
Daniel,Sophie,thomas.marie@test.com,72,GAS,32.48,2292.85,19.33,0.45
Sarah,Emma,fischer.emma@test.com,57,STROM,23.7,4386.36,31.67,0.25
Sarah,Emma,fischer.emma@test.com,57,STROM,145.9,3220.77,22.78,0.47
Becker,Krüger,klaus.klein@test.com,85,GAS,102.52,4740.97,8.56,0.21
Becker,Krüger,klaus.klein@test.com,85,GAS,109.11,2022.4,31.4,0.27
Becker,Krüger,klaus.klein@test.com,85,GAS,98.3,3069.01,7.1,0.28
Sarah,Neumann,daniel.schröder@test.com,26,STROM,35.99,4472.09,7.81,0.33
